,price,minimum_nights,availability_365,number_of_reviews,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
27412,83,30,352,3,0,0,1,0,0,0,0,1,0
27413,83,30,364,3,0,0,1,0,0,0,0,1,0
27414,85,30,364,5,0,0,1,0,0,0,0,1,0
27415,105,3,186,52,0,1,0,0,0,1,0,0,0
27416,275,7,0,10,0,0,1,0,0,1,0,0,0
27417,47,2,0,7,0,1,0,0,0,0,0,1,0
27418,265,2,0,45,0,0,1,0,0,1,0,0,0
27419,195,4,34,18,0,0,1,0,0,1,0,0,0
27420,80,3,0,0,0,1,0,0,0,0,0,1,0
27421,115,1,0,4,0,0,1,0,0,1,0,0,0
27422,35,2,0,30,0,1,0,0,0,0,0,1,0
27423,69,14,340,7,0,1,0,0,0,0,0,1,0
27424,250,1,275,68,0,1,0,0,0,1,0,0,0
27425,100,14,0,7,0,0,1,0,0,1,0,0,0
27426,135,456,365,3,0,0,1,0,0,1,0,0,0
27427,450,2,0,2,0,0,1,0,0,1,0,0,0
27428,36,3,0,8,0,1,0,0,0,0,0,1,0
27429,52,1,87,61,0,0,1,0,0,0,0,1,0
27430,175,2,0,0,0,0,1,0,0,1,0,0,0
27431,45,2,0,28,0,1,0,0,0,0,0,1,0
27432,80,5,205,70,0,1,0,0,0,1,0,0,0
27433,200,2,0,24,0,0,1,0,0,1,0,0,0
27434,50,7,38,19,0,0,0,1,0,0,0,1,0
27435,150,1,154,14,1,0,0,0,0,1,0,0,0
27436,50,5,49,26,0,1,0,0,0,0,0,1,0
27437,65,2,0,4,0,1,0,0,0,0,0,1,0
27438,115,3,0,0,0,1,0,0,0,0,0,1,0
27439,180,3,0,2,0,0,1,0,0,1,0,0,0
27440,47,1,0,5,0,1,0,0,0,0,0,1,0
27441,40,1,0,13,0,0,0,1,0,0,0,1,0
27442,75,1,0,0,0,0,1,0,0,1,0,0,0
27443,125,2,0,74,0,1,0,0,0,1,0,0,0
27444,140,2,66,14,0,0,0,1,0,0,0,1,0
27445,220,1,8,16,0,0,1,0,0,1,0,0,0
27446,50,1,0,18,0,0,1,0,0,0,0,1,0
27447,30,3,77,35,0,1,0,0,0,0,0,1,0
27448,980,3,0,0,0,0,1,0,0,1,0,0,0
27449,59,3,216,113,0,0,1,0,0,0,0,1,0
27450,90,1,0,4,0,0,0,1,0,0,0,1,0
27451,150,4,0,0,0,0,0,0,1,1,0,0,0
27452,69,4,235,21,0,1,0,0,0,0,0,1,0
27453,50,2,0,17,0,1,0,0,0,0,0,1,0
27454,49,30,348,20,0,0,1,0,0,0,0,1,0
27455,1100,1,0,0,0,0,1,0,0,1,0,0,0
27456,50,5,335,8,1,0,0,0,0,0,0,1,0
27457,1500,1,0,0,0,0,1,0,0,1,0,0,0
27458,69,2,0,5,0,0,1,0,0,0,0,1,0
27459,69,1,359,4,0,0,1,0,0,0,0,1,0
27460,90,1,358,6,0,0,1,0,0,0,0,1,0
27461,150,3,20,16,0,0,1,0,0,1,0,0,0
27462,200,30,339,3,0,0,1,0,0,1,0,0,0
27463,42,1,350,1,0,0,0,1,0,0,0,1,0
27464,150,3,363,1,0,1,0,0,0,1,0,0,0
27465,110,2,0,2,0,1,0,0,0,1,0,0,0
27466,69,5,346,8,0,0,1,0,0,0,0,1,0
27467,50,1,0,0,0,1,0,0,0,0,0,1,0
27468,60,1,31,151,0,0,1,0,0,0,0,1,0
27469,100,2,339,61,0,0,0,1,0,1,0,0,0
27470,92,3,0,49,0,1,0,0,0,1,0,0,0
27471,145,5,0,8,0,1,0,0,0,1,0,0,0
27472,175,3,365,0,0,1,0,0,0,0,0,1,0
27473,80,1,63,5,0,1,0,0,0,0,0,1,0
27474,90,1,358,2,0,0,1,0,0,0,0,1,0
27475,55,1,166,43,0,0,1,0,0,0,0,1,0
27476,90,1,358,1,0,0,1,0,0,0,0,1,0
27477,90,1,357,3,0,0,1,0,0,0,0,1,0
27478,40,1,4,153,0,1,0,0,0,0,0,1,0
27479,100,4,8,9,0,1,0,0,0,0,0,1,0
27480,40,5,0,0,0,1,0,0,0,0,0,1,0
27481,250,3,0,9,0,0,1,0,0,1,0,0,0
27482,66,18,0,0,0,1,0,0,0,1,0,0,0
27483,66,3,0,0,0,1,0,0,0,1,0,0,0
27484,60,1,21,159,0,0,0,1,0,0,0,1,0
27485,100,5,0,35,0,0,1,0,0,1,0,0,0
27486,120,1,343,18,0,0,1,0,0,0,0,1,0
27487,60,1,0,23,0,0,1,0,0,0,0,1,0
27488,125,1,344,90,0,1,0,0,0,1,0,0,0
27489,150,2,7,21,0,1,0,0,0,1,0,0,0
27490,125,5,0,6,0,1,0,0,0,1,0,0,0
27491,150,3,9,4,0,1,0,0,0,1,0,0,0
27492,90,4,0,37,0,1,0,0,0,1,0,0,0
27493,125,1,0,2,0,1,0,0,0,1,0,0,0
27494,150,3,0,4,0,0,1,0,0,1,0,0,0
27495,60,2,0,0,0,1,0,0,0,0,0,1,0
27496,70,1,0,0,0,0,0,1,0,0,0,1,0
27497,70,1,260,38,1,0,0,0,0,0,0,1,0
27498,149,4,0,10,0,0,1,0,0,0,0,1,0
27499,59,3,154,32,0,1,0,0,0,0,0,1,0
27500,41,20,89,5,0,0,0,1,0,0,0,1,0
27501,60,90,90,0,0,0,1,0,0,0,0,1,0
27502,69,3,51,28,0,0,1,0,0,0,0,1,0
27503,44,1,0,4,0,0,0,1,0,0,0,1,0
27504,79,60,122,23,0,1,0,0,0,1,0,0,0
27505,25,1,0,34,0,0,0,0,1,0,0,1,0
27506,480,7,0,2,0,1,0,0,0,1,0,0,0
27507,150,3,79,11,0,0,1,0,0,1,0,0,0
27508,58,3,0,17,0,1,0,0,0,0,0,1,0
27509,58,3,0,20,0,1,0,0,0,0,0,1,0
27510,280,3,71,0,0,0,1,0,0,1,0,0,0
27511,139,4,0,3,0,0,1,0,0,0,0,1,0
27512,125,1,0,1,0,0,1,0,0,0,0,1,0
27513,69,2,265,83,0,1,0,0,0,1,0,0,0
27514,110,7,291,27,0,0,1,0,0,1,0,0,0
27515,275,2,0,7,0,1,0,0,0,1,0,0,0
27516,45,2,0,0,0,1,0,0,0,0,0,1,0
27517,125,3,0,1,0,1,0,0,0,0,0,1,0
27518,249,3,231,62,0,1,0,0,0,1,0,0,0
27519,86,2,0,3,0,0,1,0,0,1,0,0,0
27520,50,3,0,1,0,1,0,0,0,0,0,1,0
27521,165,2,0,27,0,0,1,0,0,1,0,0,0
27522,150,2,0,25,0,0,1,0,0,1,0,0,0
27523,38,2,231,21,0,1,0,0,0,0,0,1,0
27524,350,3,0,0,0,1,0,0,0,1,0,0,0
27525,73,31,70,8,0,1,0,0,0,1,0,0,0
27526,169,7,200,84,0,0,1,0,0,1,0,0,0
27527,75,3,0,0,0,1,0,0,0,0,0,1,0
27528,145,7,84,12,0,0,1,0,0,1,0,0,0
27529,189,4,10,7,0,1,0,0,0,1,0,0,0
27530,199,3,28,12,0,0,1,0,0,1,0,0,0
27531,60,1,62,61,0,1,0,0,0,0,0,1,0
27532,45,60,0,5,0,1,0,0,0,0,0,1,0
27533,90,4,265,14,0,0,1,0,0,0,0,1,0
27534,78,4,0,27,0,0,0,1,0,1,0,0,0
27535,59,6,0,3,0,0,1,0,0,0,0,1,0
27536,37,2,0,17,0,0,0,1,0,0,0,1,0
27537,110,1,0,175,0,0,1,0,0,0,0,1,0
27538,35,5,2,0,0,1,0,0,0,0,0,1,0
27539,70,7,0,0,0,1,0,0,0,0,0,1,0
27540,45,2,0,56,0,1,0,0,0,0,0,1,0
27541,169,3,336,22,0,1,0,0,0,1,0,0,0
27542,275,2,0,84,0,0,1,0,0,1,0,0,0
27543,50,2,0,0,0,0,0,1,0,0,0,1,0
27544,220,1,0,0,0,0,1,0,0,1,0,0,0
27545,190,2,0,5,0,0,1,0,0,1,0,0,0
27546,35,2,0,0,0,1,0,0,0,0,0,1,0
27547,60,7,0,0,0,0,1,0,0,0,0,1,0
27548,225,30,89,3,0,0,1,0,0,1,0,0,0
27549,45,2,0,23,0,1,0,0,0,0,0,1,0
27550,60,1,339,22,0,1,0,0,0,0,0,1,0
27551,170,2,0,0,0,0,1,0,0,1,0,0,0
27552,199,2,193,74,0,0,0,1,0,1,0,0,0
27553,78,2,33,5,0,0,0,1,0,0,0,1,0
27554,30,1,0,30,0,0,1,0,0,0,0,0,1
27555,60,3,0,1,0,1,0,0,0,0,0,1,0
27556,300,1,0,2,0,0,1,0,0,0,1,0,0
27557,195,5,0,1,0,0,0,1,0,1,0,0,0
27558,119,3,0,0,0,0,1,0,0,1,0,0,0
27559,159,15,0,2,0,0,1,0,0,1,0,0,0
27560,27,14,0,0,0,1,0,0,0,0,0,1,0
27561,50,6,0,0,0,1,0,0,0,0,0,1,0
27562,45,2,339,10,0,0,0,1,0,0,0,1,0
27563,150,14,0,0,0,1,0,0,0,1,0,0,0
27564,140,6,0,0,0,1,0,0,0,1,0,0,0
27565,130,30,293,5,0,0,1,0,0,1,0,0,0
27566,98,3,118,60,0,1,0,0,0,1,0,0,0
27567,39,1,0,29,0,0,0,0,1,0,0,1,0
27568,50,4,6,5,0,1,0,0,0,0,0,1,0
27569,100,2,0,27,0,1,0,0,0,1,0,0,0
27570,75,1,4,0,0,0,1,0,0,0,0,0,1
27571,36,28,308,1,0,1,0,0,0,0,0,1,0
27572,25,30,0,6,0,1,0,0,0,0,0,1,0
27573,84,4,1,17,0,0,1,0,0,0,0,1,0
27574,295,1,257,142,0,0,1,0,0,1,0,0,0
27575,38,7,0,0,0,0,0,1,0,0,0,1,0
27576,35,1,0,5,0,1,0,0,0,0,0,1,0
27577,220,4,347,50,0,0,1,0,0,1,0,0,0
27578,70,2,0,3,0,0,1,0,0,0,0,1,0
27579,150,3,53,58,0,1,0,0,0,1,0,0,0
27580,125,3,0,0,0,1,0,0,0,1,0,0,0
27581,75,1,0,15,0,0,1,0,0,0,0,1,0
27582,60,2,0,0,0,0,1,0,0,0,0,0,1
27583,53,4,0,1,0,1,0,0,0,0,0,1,0
27584,75,2,0,0,0,1,0,0,0,0,0,1,0
27585,29,2,0,3,0,1,0,0,0,0,0,1,0
27586,128,5,36,74,0,1,0,0,0,1,0,0,0
27587,50,2,58,16,0,1,0,0,0,0,0,1,0
27588,110,2,0,13,0,0,1,0,0,0,0,1,0
27589,40,5,339,3,0,0,0,1,0,0,0,1,0
27590,90,5,0,1,0,1,0,0,0,0,0,1,0
27591,125,5,0,0,0,1,0,0,0,1,0,0,0
27592,170,3,0,0,0,0,1,0,0,1,0,0,0
27593,60,2,0,0,0,1,0,0,0,0,0,1,0
27594,89,1,0,0,0,0,0,1,0,0,0,1,0
27595,150,2,218,74,0,1,0,0,0,1,0,0,0
27596,35,1,251,91,0,1,0,0,0,0,0,1,0
27597,32,3,0,0,0,1,0,0,0,0,0,1,0
27598,69,3,1,109,0,1,0,0,0,1,0,0,0
27599,70,2,350,12,0,1,0,0,0,0,0,1,0
27600,93,1,44,5,0,0,1,0,0,0,0,1,0
27601,47,3,0,24,0,0,0,1,0,0,0,1,0
27602,50,1,0,3,0,0,1,0,0,0,0,1,0
27603,150,2,79,75,0,0,0,1,0,1,0,0,0
27604,175,7,1,10,0,0,1,0,0,1,0,0,0
27605,80,1,0,0,0,1,0,0,0,0,0,1,0
27606,20,4,0,1,0,0,0,0,1,0,0,0,1
27607,140,4,117,26,0,1,0,0,0,1,0,0,0
27608,299,2,2,0,0,0,1,0,0,1,0,0,0
27609,75,4,0,0,0,1,0,0,0,0,0,1,0
27610,50,4,0,1,0,0,0,1,0,1,0,0,0
27611,57,3,196,113,0,1,0,0,0,1,0,0,0
27612,75,1,0,0,0,1,0,0,0,0,0,1,0
27613,100,2,0,1,0,1,0,0,0,1,0,0,0
27614,190,1,0,5,0,0,1,0,0,1,0,0,0
27615,130,4,0,3,0,0,1,0,0,1,0,0,0
27616,65,3,0,12,0,1,0,0,0,0,0,1,0
27617,25,3,339,65,0,0,0,1,0,0,0,1,0
27618,175,1,33,26,0,0,0,1,0,1,0,0,0
27619,450,2,349,43,0,1,0,0,0,1,0,0,0
27620,200,2,155,71,0,0,0,1,0,1,0,0,0
27621,65,2,179,13,0,0,0,1,0,0,0,1,0
27622,85,2,364,0,0,1,0,0,0,0,0,1,0
27623,400,2,0,5,0,0,1,0,0,1,0,0,0
27624,200,2,8,6,0,1,0,0,0,1,0,0,0
27625,130,2,2,3,0,0,0,1,0,1,0,0,0
27626,100,1,80,18,0,0,0,1,0,0,0,1,0
27627,90,2,335,14,0,0,1,0,0,0,0,1,0
27628,120,3,0,0,0,0,1,0,0,0,0,1,0
27629,95,2,0,5,0,1,0,0,0,0,0,1,0
27630,275,3,20,23,0,1,0,0,0,1,0,0,0
27631,169,1,161,2,0,1,0,0,0,0,0,1,0
27632,65,2,236,36,0,0,0,1,0,0,0,1,0
27633,150,2,2,4,0,0,1,0,0,1,0,0,0
27634,65,3,0,37,0,1,0,0,0,0,0,1,0
27635,350,2,0,0,0,0,1,0,0,1,0,0,0
27636,250,3,0,9,0,0,1,0,0,1,0,0,0
27637,90,14,0,0,0,0,1,0,0,0,0,1,0
27638,650,3,6,15,0,0,1,0,0,1,0,0,0
27639,65,1,0,0,0,1,0,0,0,0,0,1,0
27640,27,1,0,1,0,1,0,0,0,0,0,1,0
27641,125,7,186,44,0,1,0,0,0,1,0,0,0
27642,110,3,0,1,0,0,1,0,0,0,0,1,0
27643,150,2,0,6,0,0,1,0,0,1,0,0,0
27644,35,7,0,0,0,0,0,1,0,0,0,1,0
27645,35,1,237,98,0,1,0,0,0,0,0,1,0
27646,125,3,0,91,0,1,0,0,0,1,0,0,0
27647,65,1,0,50,0,0,1,0,0,0,0,1,0
27648,150,2,344,17,0,1,0,0,0,1,0,0,0
27649,75,5,10,32,0,0,1,0,0,1,0,0,0
27650,150,30,20,6,0,0,1,0,0,1,0,0,0
27651,60,133,0,12,0,1,0,0,0,1,0,0,0
27652,95,3,67,84,1,0,0,0,0,1,0,0,0
27653,70,14,0,2,0,0,1,0,0,1,0,0,0
27654,118,6,0,2,0,0,0,1,0,1,0,0,0
27655,125,3,147,86,0,0,1,0,0,1,0,0,0
27656,100,1,365,49,0,1,0,0,0,0,0,1,0
27657,125,3,158,73,0,0,0,1,0,1,0,0,0
27658,80,1,87,24,0,0,1,0,0,0,0,1,0
27659,70,1,0,0,0,0,0,1,0,0,0,1,0
27660,100,2,0,2,0,1,0,0,0,1,0,0,0
27661,120,4,344,40,0,0,1,0,0,1,0,0,0
27662,50,2,52,68,0,0,0,1,0,0,0,1,0
27663,119,3,356,34,1,0,0,0,0,1,0,0,0
27664,325,30,70,2,0,0,1,0,0,1,0,0,0
27665,125,30,309,5,0,0,1,0,0,1,0,0,0
27666,117,5,0,1,0,0,1,0,0,1,0,0,0
27667,350,31,336,2,0,0,1,0,0,1,0,0,0
27668,35,6,0,0,0,1,0,0,0,0,0,1,0
27669,125,5,0,1,0,0,1,0,0,1,0,0,0
27670,300,31,336,1,0,0,1,0,0,1,0,0,0
27671,50,5,0,9,0,1,0,0,0,1,0,0,0
27672,135,31,365,1,0,0,1,0,0,1,0,0,0
27673,225,31,338,0,0,0,1,0,0,1,0,0,0
27674,60,3,81,51,1,0,0,0,0,1,0,0,0
27675,300,31,338,5,0,0,1,0,0,1,0,0,0
27676,250,31,342,1,0,0,1,0,0,1,0,0,0
27677,122,2,70,83,0,1,0,0,0,1,0,0,0
27678,525,3,0,0,0,0,1,0,0,1,0,0,0
27679,104,1,0,34,0,1,0,0,0,1,0,0,0
27680,39,1,252,14,0,1,0,0,0,0,0,1,0
27681,45,1,185,76,0,0,0,1,0,0,0,1,0
27682,178,5,170,22,0,1,0,0,0,1,0,0,0
27683,220,4,0,6,0,1,0,0,0,1,0,0,0
27684,45,1,33,0,0,1,0,0,0,0,0,1,0
27685,55,1,153,4,0,1,0,0,0,0,0,1,0
27686,97,31,147,14,0,1,0,0,0,1,0,0,0
27687,35,1,295,116,0,0,0,1,0,0,0,1,0
27688,80,2,280,1,0,0,0,1,0,0,0,1,0
27689,200,250,166,0,0,1,0,0,0,1,0,0,0
27690,50,5,0,14,0,1,0,0,0,0,0,1,0
27691,68,1,346,36,0,0,0,1,0,0,0,1,0
27692,145,2,151,28,0,1,0,0,0,1,0,0,0
27693,300,3,100,8,0,0,1,0,0,1,0,0,0
27694,150,14,0,6,0,0,1,0,0,0,0,1,0
27695,49,3,77,25,0,1,0,0,0,0,0,1,0
27696,80,5,153,1,0,0,1,0,0,0,0,1,0
27697,100,3,0,0,0,0,0,1,0,1,0,0,0
27698,42,1,0,0,0,1,0,0,0,0,0,1,0
27699,75,7,0,2,0,1,0,0,0,1,0,0,0
27700,130,30,358,4,0,1,0,0,0,1,0,0,0
27701,93,1,105,107,0,1,0,0,0,1,0,0,0
27702,130,3,149,155,0,1,0,0,0,1,0,0,0
27703,65,2,23,41,0,1,0,0,0,1,0,0,0
27704,67,30,364,1,0,0,1,0,0,0,0,1,0
27705,99,2,0,15,0,0,1,0,0,1,0,0,0
27706,119,3,197,83,0,1,0,0,0,1,0,0,0
27707,55,2,0,11,0,0,1,0,0,0,0,1,0
27708,250,1,0,0,0,1,0,0,0,1,0,0,0
27709,140,3,153,36,0,1,0,0,0,1,0,0,0
27710,29,1,0,13,0,0,1,0,0,0,0,0,1
27711,94,2,157,73,0,1,0,0,0,0,0,1,0
27712,72,2,0,11,0,0,1,0,0,1,0,0,0
27713,31,3,156,35,0,0,0,1,0,0,0,1,0
27714,150,6,0,1,0,0,1,0,0,1,0,0,0
27715,250,3,251,57,0,1,0,0,0,1,0,0,0
27716,80,7,351,2,0,1,0,0,0,0,0,1,0
27717,80,7,359,3,0,1,0,0,0,0,0,1,0
27718,150,2,6,23,0,0,1,0,0,1,0,0,0
27719,75,2,0,1,0,0,0,1,0,0,0,1,0
27720,49,7,0,28,0,0,0,1,0,0,0,1,0
27721,65,3,37,27,0,0,1,0,0,0,0,1,0
27722,83,1,0,12,0,0,0,1,0,0,0,1,0
27723,100,1,0,1,0,0,1,0,0,1,0,0,0
27724,29,1,93,68,0,0,1,0,0,0,0,0,1
27725,329,7,354,14,0,0,1,0,0,1,0,0,0
27726,70,1,143,60,0,1,0,0,0,0,0,1,0
27727,48,1,0,13,0,0,1,0,0,0,0,1,0
27728,180,4,0,0,0,0,1,0,0,1,0,0,0
27729,365,30,100,14,0,0,1,0,0,1,0,0,0
27730,99,3,362,21,0,1,0,0,0,0,0,1,0
27731,119,3,355,28,0,1,0,0,0,0,0,1,0
27732,40,4,2,7,0,1,0,0,0,0,0,1,0
27733,58,2,0,2,0,1,0,0,0,0,0,1,0
27734,76,1,0,13,0,0,0,1,0,0,0,1,0
27735,289,4,329,23,0,0,0,1,0,1,0,0,0
27736,65,4,7,14,0,0,0,1,0,1,0,0,0
27737,225,2,363,12,0,0,1,0,0,1,0,0,0
27738,90,30,364,5,0,1,0,0,0,1,0,0,0
27739,70,2,0,40,0,1,0,0,0,0,0,1,0
27740,305,2,1,108,0,0,1,0,0,1,0,0,0
27741,45,7,0,11,0,1,0,0,0,0,0,1,0
27742,100,4,0,5,0,0,1,0,0,1,0,0,0
27743,100,2,0,12,0,0,1,0,0,1,0,0,0
27744,35,3,6,0,1,0,0,0,0,0,0,1,0
27745,41,3,0,1,1,0,0,0,0,0,0,1,0
27746,149,6,2,3,0,1,0,0,0,1,0,0,0
27747,45,1,0,1,1,0,0,0,0,0,0,1,0
27748,40,5,0,3,0,0,1,0,0,0,0,1,0
27749,90,4,147,79,0,0,0,1,0,1,0,0,0
27750,29,1,50,111,1,0,0,0,0,0,0,1,0
27751,257,1,332,144,0,0,0,1,0,1,0,0,0
27752,295,2,42,18,0,0,1,0,0,1,0,0,0
27753,70,1,74,5,0,0,1,0,0,0,0,1,0
27754,53,1,153,12,0,0,1,0,0,0,0,1,0
27755,70,1,310,73,0,1,0,0,0,0,0,1,0
27756,65,3,0,10,0,0,1,0,0,0,0,1,0
27757,62,1,345,50,0,1,0,0,0,0,0,1,0
27758,60,4,0,4,0,0,0,1,0,1,0,0,0
27759,95,2,0,0,0,0,1,0,0,0,0,1,0
27760,225,5,332,11,0,0,1,0,0,1,0,0,0
27761,325,2,196,7,0,1,0,0,0,1,0,0,0
27762,67,15,76,2,0,0,1,0,0,1,0,0,0
27763,90,2,0,37,0,1,0,0,0,0,0,1,0
27764,45,2,335,25,0,1,0,0,0,0,0,1,0
27765,160,4,0,32,0,0,1,0,0,1,0,0,0
27766,37,1,0,7,1,0,0,0,0,0,0,1,0
27767,95,2,67,82,0,0,1,0,0,0,0,1,0
27768,80,3,65,23,1,0,0,0,0,0,0,1,0
27769,110,30,356,2,0,0,1,0,0,1,0,0,0
27770,115,2,0,4,0,0,1,0,0,1,0,0,0
27771,148,4,7,38,0,1,0,0,0,1,0,0,0
27772,173,2,0,3,0,1,0,0,0,1,0,0,0
27773,65,2,0,5,1,0,0,0,0,0,0,1,0
27774,75,2,0,16,0,0,0,1,0,1,0,0,0
27775,250,2,0,0,0,1,0,0,0,1,0,0,0
27776,160,2,0,0,0,0,1,0,0,1,0,0,0
27777,300,2,0,13,0,0,1,0,0,1,0,0,0
27778,84,3,0,38,0,1,0,0,0,1,0,0,0
27779,160,5,40,49,0,0,1,0,0,1,0,0,0
27780,106,4,117,75,0,0,0,1,0,1,0,0,0
27781,100,10,0,12,0,1,0,0,0,1,0,0,0
27782,100,1,135,22,0,0,0,1,0,0,0,1,0
27783,50,2,65,74,0,1,0,0,0,0,0,1,0
27784,55,4,0,8,0,1,0,0,0,1,0,0,0
27785,120,3,51,74,0,0,0,1,0,1,0,0,0
27786,120,2,63,86,0,1,0,0,0,1,0,0,0
27787,160,3,250,46,0,0,1,0,0,1,0,0,0
27788,117,2,0,14,0,1,0,0,0,1,0,0,0
27789,250,2,356,24,1,0,0,0,0,1,0,0,0
27790,30,5,0,2,0,0,1,0,0,0,0,1,0
27791,40,1,0,10,0,1,0,0,0,0,0,1,0
27792,92,1,0,0,0,0,1,0,0,0,0,1,0
27793,175,5,0,0,0,1,0,0,0,1,0,0,0
27794,250,4,18,0,0,1,0,0,0,1,0,0,0
27795,110,2,339,20,0,1,0,0,0,1,0,0,0
27796,100,3,0,0,0,1,0,0,0,1,0,0,0
27797,117,5,0,1,0,0,1,0,0,1,0,0,0
27798,140,10,80,8,0,0,1,0,0,1,0,0,0
27799,59,1,0,24,0,0,0,1,0,0,0,1,0
27800,100,3,57,8,0,1,0,0,0,1,0,0,0
27801,63,3,0,0,0,0,0,1,0,1,0,0,0
27802,55,2,0,5,0,1,0,0,0,0,0,1,0
27803,69,2,0,1,0,0,0,1,0,1,0,0,0
27804,80,1,69,141,0,0,0,1,0,0,0,1,0
27805,20,1,10,9,1,0,0,0,0,0,0,0,1
27806,40,3,32,70,0,1,0,0,0,0,0,1,0
27807,127,1,0,1,0,0,1,0,0,1,0,0,0
27808,75,1,88,1,0,0,1,0,0,0,0,1,0
27809,50,2,0,1,0,0,0,1,0,0,0,1,0
27810,1250,1,173,1,0,0,0,1,0,0,0,0,1
27811,80,1,0,0,0,0,1,0,0,0,0,1,0
27812,40,1,3,2,0,0,0,1,0,0,0,1,0
27813,44,1,0,98,0,0,0,1,0,0,0,1,0
27814,70,5,14,5,0,1,0,0,0,0,0,1,0
27815,47,1,0,0,0,1,0,0,0,0,0,1,0
27816,42,2,9,120,0,1,0,0,0,0,0,1,0
27817,41,180,365,2,0,0,1,0,0,0,0,0,1
27818,70,1,339,26,0,1,0,0,0,0,0,1,0
27819,350,3,0,0,0,1,0,0,0,1,0,0,0
27820,85,3,88,0,0,0,1,0,0,0,0,1,0
27821,90,1,0,0,0,0,1,0,0,0,0,1,0
27822,120,1,0,0,0,0,1,0,0,0,0,1,0
27823,100,6,0,5,0,0,1,0,0,1,0,0,0
27824,145,5,0,5,0,0,1,0,0,1,0,0,0
27825,75,2,74,32,0,1,0,0,0,0,0,1,0
27826,250,30,364,2,0,0,1,0,0,1,0,0,0
27827,150,4,349,46,0,0,1,0,0,1,0,0,0
27828,65,4,67,45,0,0,1,0,0,0,0,1,0
27829,159,1,30,103,0,0,1,0,0,1,0,0,0
27830,65,2,0,8,0,1,0,0,0,0,0,1,0
27831,159,1,270,0,0,0,1,0,0,0,0,1,0
27832,65,2,163,12,1,0,0,0,0,0,0,1,0
27833,46,1,0,8,0,0,0,1,0,0,0,1,0
27834,150,4,0,0,0,0,1,0,0,1,0,0,0
27835,69,3,0,7,0,1,0,0,0,1,0,0,0
27836,26,2,0,0,0,1,0,0,0,0,0,1,0
27837,50,14,0,0,0,1,0,0,0,0,0,1,0
27838,125,2,90,1,0,1,0,0,0,0,0,1,0
27839,125,2,94,57,0,1,0,0,0,1,0,0,0
27840,71,2,339,33,0,0,0,0,1,1,0,0,0
27841,150,30,332,107,0,1,0,0,0,1,0,0,0
27842,47,1,206,25,1,0,0,0,0,0,0,1,0
27843,80,5,56,60,0,0,0,1,0,1,0,0,0
27844,70,30,136,12,0,1,0,0,0,1,0,0,0
27845,80,5,0,20,0,0,1,0,0,1,0,0,0
27846,43,2,0,39,0,1,0,0,0,0,0,1,0
27847,210,1,0,139,0,0,1,0,0,1,0,0,0
27848,133,3,0,2,0,1,0,0,0,1,0,0,0
27849,50,1,0,1,0,1,0,0,0,0,0,1,0
27850,100,30,184,4,0,0,0,1,0,1,0,0,0
27851,99,14,89,44,0,0,0,1,0,0,0,1,0
27852,47,2,124,110,0,0,1,0,0,0,0,1,0
27853,110,3,3,3,0,1,0,0,0,1,0,0,0
27854,150,4,288,56,0,1,0,0,0,1,0,0,0
27855,50,6,122,0,0,1,0,0,0,0,0,1,0
27856,200,1,0,0,0,1,0,0,0,1,0,0,0
27857,44,3,0,9,0,1,0,0,0,0,0,1,0
27858,60,2,10,26,0,0,0,1,0,0,0,1,0
27859,50,1,0,33,0,1,0,0,0,0,0,1,0
27860,245,3,171,57,0,0,0,0,1,1,0,0,0
27861,180,7,0,1,0,1,0,0,0,1,0,0,0
27862,169,1,49,59,0,0,1,0,0,1,0,0,0
27863,41,1,41,105,0,1,0,0,0,0,0,1,0
27864,60,2,128,39,0,0,0,1,0,0,0,1,0
27865,123,4,2,14,0,0,1,0,0,1,0,0,0
27866,339,3,0,40,0,0,1,0,0,1,0,0,0
27867,125,3,0,1,0,1,0,0,0,1,0,0,0
27868,177,30,201,0,0,0,1,0,0,1,0,0,0
27869,30,2,68,32,0,0,0,1,0,0,0,1,0
27870,54,1,83,16,1,0,0,0,0,0,0,1,0
27871,130,5,109,76,0,1,0,0,0,1,0,0,0
27872,55,2,0,2,0,1,0,0,0,0,0,1,0
27873,35,3,0,4,0,1,0,0,0,0,0,1,0
27874,75,4,0,2,0,1,0,0,0,1,0,0,0
27875,50,3,0,0,0,0,1,0,0,0,0,1,0
27876,93,1,294,53,0,0,1,0,0,0,0,1,0
27877,302,30,127,0,0,0,1,0,0,1,0,0,0
27878,85,30,186,5,0,0,0,1,0,1,0,0,0
27879,80,1,160,74,0,0,1,0,0,0,0,1,0
27880,150,4,1,7,0,1,0,0,0,1,0,0,0
27881,100,1,0,7,0,1,0,0,0,0,0,1,0
27882,40,4,365,0,0,0,1,0,0,0,0,0,1
27883,175,2,96,126,0,1,0,0,0,1,0,0,0
27884,113,3,0,4,0,1,0,0,0,1,0,0,0
27885,69,2,38,64,0,0,1,0,0,0,0,1,0
27886,50,4,155,46,0,1,0,0,0,0,0,1,0
27887,105,12,1,10,0,0,1,0,0,1,0,0,0
27888,55,1,106,93,0,0,0,1,0,0,0,1,0
27889,100,90,0,0,0,1,0,0,0,1,0,0,0
